,Title,Category,Snippet
11718,Will the Fantastic Four follow Kang the Conqueror into the MCU?,Film,"Time travel has come a long way in a short time in the Marvel Cinematic Universe, with Bruce Banner’s ham-fisted dabbling at the beginning of Avengers …"
11719,"In my search for an authentic Indian curry, I misjudged the vindaloo",Life-and-Style,"When I was a teenager, we moved to the outskirts of London, and away from the “authentic” Indian takeaways plentiful in my former, ethnically diverse …"
11720,The Queen strips disgraced producer Harvey Weinstein of CBE,Film,"Harvey Weinstein has been stripped of his CBE. The former movie mogul, 68, was granted an honorary CBE, for his contribution to the British film indus …"
11721,'He’s paying attention to people like us': Trump’s message finds fans in Wisconsin,US-News,"With 47 days to go until the election, Air Force One flew into central Wisconsin’s airport on Thursday evening, where Donald Trump pitched himself as …"
11722,Rail companies race to thrash out interim Covid-19 rescue deals,Business,"Train operators and the government are locked in talks to extend the £3.5bn rescue deal that kept the railways running through the pandemic, which is …"
11723,Brexit: consortium of companies led by Fujitsu wins £200m Irish Sea contract,Politics,A £200m contract to implement Brexit checks on goods in the Irish Sea has been won by a consortium of companies led by Japanese company Fujistu. HMRC …
11724,Rifkin's Festival review –,Film,"It’s a peculiar feeling, being at a film festival and watching a film set at that very festival. This makes Woody Allen’s Rifkin’s Festival, kicking o …"
11725,My sister’s getting married. How can I go if I’m afraid of my stepdad?,Life-and-Style,"My younger sister has just got engaged, and I’m really happy for her and her partner. The difficulty is, I’m not sure I can go to her wedding, which i …"
11726,Third of Pearson's shareholders vote against CEO's £7.2m pay package,Business,"Pearson has suffered a significant shareholder revolt against controversial changes to its remuneration policy, which will grant its new chief executi …"
11727,"QAnon conspiracy theory gaining ground in UK, analysis shows",US-News,"A conspiracy theory that Donald Trump is waging a secret war against an elite who engage in ritual child abuse is growing across UK social media, Guar …"
11728,Classical highlights for the week ahead: 18-25 September,Music,"Summary: Weekend Concerts at Snape The Doric Quartet kicks off Britten Pears Arts’ latest batch of short concerts, with programmes of Haydn and Mozart, and Moz …"
11729,True Mothers review: Naomi Kawase's heartfelt yet frustrating drama,Film,"The Japanese auteur Naomi Kawase has returned with another of her highly distinctive, tremulously sensitive movies: heartfelt and unhurried, with a te …"
11730,Gerald Durrell honoured with blue plaque at childhood home in London,Books,"Gerald Durrell is being memorialised with a blue plaque – but not amid the olive groves and sandy beaches of Corfu. Instead, a marker from English Her …"
11731,MPs to debate Arm Holdings $40bn sale despite Nvidia boss's guarantees,Business,"MPs are to debate the controversial $40bn (£31bn) sale of the UK’s biggest tech company, Arm Holdings, after assurances from its US buyer failed to qu …"
11732,End of Saracens era looms as European Champions Cup returns,Sport,Summary: This is the end Hold your breath and count to 10 Feel the earth move and then Hear my heart burst again Adele – Skyfall No great sporting dynasty last …
11733,"Bilge, booze and misogyny: why I'm outraged by a new idea to police pregnant women",Life-and-Style,"Last week I got an email from a reproductive rights campaigner I have known, liked and admired for many years. “Good morning,” it began. “I thought th …"
11734,Men allegedly involved in toppling of Colston statue offered cautions,UK-News,Five men allegedly involved in the toppling of the statue of the slave trader Edward Colston in Bristol have been offered cautions by the police on th …
11735,After We Collided: does this shock hit point the way to cinema's future?,Film,Its success has been hailed as “extraordinary” – not least because no one saw it coming. The YA romance After We Collided has next to no marketing bud …
11736,It's 'back to the 50s' as day trips replace the UK rail commute,UK-News,"Train operators may have to gear up for a 1950s-style future, where the biggest passenger demand is for summer day trips to the seaside rather than th …"
11737,Medical cannabis companies cleared for London stock market,Business,Medicinal cannabis companies have been cleared by the UK’s financial regulator to float on the London Stock Exchange but firms that sell marijuana to …
11738,Terry Barfoot obituary,Music,"My friend, Terry Barfoot, a widely popular music educator, has died of cancer aged 70. The company he built, Arts in Residence, provided music appreci …"
11739,Brendan Mulkere obituary,Music,"My friend and colleague Brendan Mulkere, London-Irish musician, festival-maker, educator, Anglo-Irish connector and red-hot fiddler, has died at the a …"
11740,Companies House to verify directors' identities before being listed,Business,"Summary: Company directors will have their identities verified before their names are listed on the UK’s official register of company information, as the gover …"
11741,‘How happy he was’: candid David Bowie photographs by his childhood friend,Music,"It was a conversation that would change Geoff MacCormack’s life forever. In 1973, MacCormack, a musician and childhood friend of David Bowie, got a ph …"
11742,The Water Man review – David Oyelowo's charming directorial debut,Film,"When an experienced actor steps behind the scenes to become a multi-hyphenate, one usually assumes their directorial debut will have a revealing, if o …"
11743,Sam Kerr: 'I hope that we can be what Cathy Freeman was to kids like us',Sport,"She is one of the most talked-about footballers in the world and her name has been written into the history books, but when Matildas captain Sam Kerr …"
11744,Reed and DeChambeau set US Open pace while big names depart,Sport,"Farewell Tiger Woods, Phil Mickelson, Tommy Fleetwood, Sergio García and Jordan Spieth. Welcome to the party Bryson DeChambeau and Patrick Reed. Furth …"
11745,Tim Dowling: my wife thinks it’s our 25th anniversary – it isn’t,Life-and-Style,At 8am I open the back door to find a large tomato of the San Marzano variety lying on the damp grass with half a dozen tiny bites taken out of it. Th …
11746,Labour conference: five key issues for Keir Starmer's party,Politics,"No cheering crowds of members, no karaoke, no plotting in the hotel bars and no late night compositing: Keir Starmer’s first party conference as Labou …"
